title,clickbait
45 killed after Yemen protesters fired upon,0
New Zealand Music Month kicks off for 2008,0
England's Football Association complains over missed goal,0
Astronomers discover large exo-solar system,0
Edmonton prison conflict wounds eight,0
"Synthes, Medical Device Maker, Accused of Improper Marketing",0
No-confidence vote initiated against Romanian cabinet,0
Wimbledon Officials receive criticism from animal rights group after shooting birds,0
Bombing in Iraq kills US Marines and civilians,0
"Flash floods kill over a hundred in India, 500 missing",0
Suicide bombers kills 31 in Pakistan,0
Venture Capital Investment Sinks to Lows Not Seen Since 1997,0
Australia's million-dollar-a-month Nauru detention centre for two refugees,0
"Outlook for Luxury Goods Grim, One Maker Says",0
Tropical Storm Irene passes over New York,0
Plane crash in Congo kills at least 70,0
American Alpine ski racer James Heuga dies at age 66,0
Violence in Iran increases,0
Maryland Strikes a Blow for the A.C.C.,0
England and Wales Director of Public Prosecutions to seek bomb plot retrial,0
Controversial Brazilian dam gets preliminary approval,0
Leipheimer Can Only Watch as Astana Teammates Move On,0
"Knicks Need a Point Guard, but Picking Eighth, Who Knows?",0
Amy Winehouse wax model unveiled,0
"As Workers Die at Work in Italy, a Call for Change",0
High-Flying Dwight Howard Rattles the Cavaliers,0
N. Carolina Routs Virginia; Next: Top-Ranked Connecticut,0
Knicks May Lose Gallinari for Season,0
Data Shows Deepening of Slump in Europe,0
U.S. Soldier Kills 5 of His Comrades in Iraq,0
Two more found guilty in 1993 Mumbai blasts case,0
TV Land Tries to Spice Things Up With Reality Show,0
Zimbabwe prepares for election,0
KJ Noons stripped of EliteXC Lightweight Title,0
Posted deadlines for Christmas delivery,0
New report details strain on US Army,0
China's economy surpasses Japan's in second quarter,0
"FBI recruits for ""War on Porn""",0
Somali pirates agree to release Egyptian ship with fertiliser cargo and 28 crew,0
"Lordi horror movie receives 300,000 euros of Finnish government funding",0
Generic Tamiflu in India,0
"Report: 50,000 American casualties in Iraq",0
Colorado counties consider forming new U.S. state,0
Lebanese-Syrian meetings reach full withdrawal accord,0
Saudi Arabia resumes livestock trade with Somalia,0
"UEFA Champions League: April 2, 2008",0
Cuomo Wins Ruling to Name Merrill Bonus Recipients,0
IPCC claims about Himalayan glaciers were not based on science,0
Wagoner Retains His Optimism as He Bows Out,0
Albany Bars Placement Agents for Pension Fund,0
World's first double arm transplant undertaken in Munich,0
Pennsylvania cop on trial for allegedly murdering girlfriend's estranged husband,0
"Wikinews interviews Juana Bustamante, Chilean earthquake survivor from Paniahue",0
Tensions rise between North Korea and United States,0
Ants Adjust Foraging So the Colony Eats Right,0
Mountaineers 'Climb Up' for AIDS funding,0
New insulin-resistance discovery may help diabetes sufferers,0
Louisiana officials accused of blocking rescue volunteers,0
"Wales win Grand Slam, RBS Six Nations and the Triple Crown",0
"Banks Have Raised Billions Since Test, Geithner Says",0
Allotting of Iraqi Oil Rights May Stoke Hostility,0
Keeping Pitchers Under Thumb at World Baseball Classic,0
ITMS Canada launched,0
Adding Up the Toll of a Longer Season,0
"Bristol Harbour Festival 2008 lauched, 200 thousand expected to attend",0
"NASCAR: Edwards wins O'Reilly Auto Parts Challenge, Brad Keselowski clinches Nationwide Series",0
Doping Rules Vague About New Medical Procedure,0
Two-minute silence for London bombings marked across the EU,0
"Kosovo Ex-Premier, Agim Ceku, Is Arrested in War Crimes Case",0
Pressure mounts against Florida church plans to burn Qur'an,0
Oil prices fall as reserves are released,0
Coca-Cola Considers Buying Back Shares,0
Obama expands Bush's faith-based initiatives,0
Bank of America Sells Stake in Chinese Bank,0
S. Korean President Reshuffles Cabinet,0
"Run the Refinancing Numbers, Then Run Them Again",0
Lucas Glover Wins U.S. Open With Unlikely Poise,0
Where Old Airplanes Go to Die,0
Former Taiwanese president jailed for life on corruption charges,0
Australia Ends Ban on Shorting Financial Stocks,0
Aging of Water Mains Is Becoming Hard to Ignore,0
"For Coaches, Recruiting Top Players Can Have a Dark Side",0
"Washington, D.C. sniper John Allen Muhammad executed by lethal injection",0
Italy urges pilgrims to avoid Rome city centre for Pope funeral,0
"1,100 evacuated due to massive Halifax brush fire",0
Fires at Baxter Immigration Detention Centre in South Australia,0
US President Bush meets with Canadian and Mexican leaders,0
Use of Web Tracking Tool Raises Privacy Issue in Britain,0
Canadian light aircraft stolen; Wisconsin State Capitol evacuated,0
Jet Goes Down in Indian Ocean With 153 Aboard,0
Seven Moroccans killed in bus crash in central France,0
45 Centrist Democrats Protest Secrecy of Health Care Talks,0
Deer and other animals found dead at Ball State University,0
West Virginia Upsets No. 12 Georgetown,0
World�s largest ice 'Father Christmas' built in China,0
Australia announces plans to close five mainland refugee detention centres,0
BBC reporters arrested in Iran on suspicion of espionage,0
Capitals Return to Peak Form,0
"As Detroit Struggles, Foundations Shift Mission",0
Study Looks at Mortality in Post-Soviet Era,0
Gallup poll: Islamophobia prevalent in United States,0
Takeover of Belgian Bank Ignites Anger at Meeting,0
Canada and Newsweek Seek Release of Reporter Detained in Iran,0
Officer dies after accident in President Bush's motorcade,0
Plan to Kill Lions to Protect Deer,0
Rachel Alexandra to Face Colts In Haskell,0
German Football: Lahm signs contract with Bayern Munich until 2012,0
Australian state of Queensland will go to the polls on March 21,0
Churches and Envoy Attacked in Iraq,0
"Ninth World Games open in Santiago de Cali, Colombia",0
Canadian military accused of Agent Orange cover up,0
San Francisco's Green Party endorses Cindy Sheehan in bid against Speaker Pelosi,0
Obama Tries Out His Dexterity in the World Cup,0
Senate Scraps Automatic Raise,0
"Fremantle defeat Sydney, qualify for 2013 Australian Football League Grand Final",0
Public health officials advise on rising flu levels in Texas 2013/2014 season,0
"For Some in Crowd, a Day of Cold and Confusion",0
Police: Austrian children kept in dungeon were in 'oppressive' conditions,0
NASCAR: Tony Stewart wins 2010 Pepsi Max 400,0
"In Moscow, an Attempt to Wed Pushes Gay Rights",0
HIV-positive man receives 35 years for spitting on Dallas police officer,0
Large Hadron Collider reaches milestone,0
World-record wind speed confirmed,0
American-born terrorist gets 24 years,0
Investigation launched after two military aircraft nearly collide with passenger airliner,0
Republicans Press Judge About Bias,0
Vanessa Hudgens publicist makes apology about nude photo incident,0
U.S. Begins Third Effort to Convict 6 in Terror Case,0
Vodafone buys Connex and Oskar,0
Cellphone Abilities That Go Untapped,0
Religious broadcaster Pat Robertson warns Pennsylvania town of disaster,0
Regulators Zero in on Risks of Airbus Sensors,0
International controversy over UN declaration to stop anti-homosexuality legislation,0
"Wikipedia and sister projects prepare new, easier interface",0
British Newspaper Says It Caught Lords Offering to Lobby for a Fee,0
Crude oil prices reach one-year high,0
African refugees allege forced labour by Turkish police,0
U.S. House vote forced on immediate pullout of troops in Iraq,0
Connecticut becomes third U.S. state to allow same-sex civil unions,0
Scientists confirm new superheavy element,0
Bush addresses nation on economic crisis; Congress debates bailout,0
"Fear and loathing on the campaign trail, October 2008",0
"Jenson Button wins 2009 Australian Grand Prix, Brawn teammate comes second",0
Fourteen dead in two attacks in Somalia,0
Relations Warms Between Russian Orthodox Church and Vatican,0
Saddam Hussein admits to requesting trials,0
Tornadoes rampage through Mississippi,0
Business Graduates Looking Beyond Wall Street,0
New drawing by Leonardo Da Vinci found,0
Publishers seek injunction against Google Print,0
Turbulence on Northwest Airlines flight injures 47,0
Bomb threat delayed an Air France flight to Paris days before Flight 447 crashed,0
"Man calls for seizure of Justice Souter home, under eminent domain ruling",0
Obama renominates Bernanke as US central banker,0
A Promise to Be Ethical in an Era of Immorality,0
"Europe hit by storms, 45 deaths reported",0
FDA report criticizes conditions in factory that produced recalled medications,0
BSkyB director joins Setanta,0
"Massa wins 2006 Brazilian Grand Prix, Alonso and Renault win championships",0
British music royalties suffer first ever decrease,0
"Wounded, and Stories of Loss, Fill a Hospital",0
Deadly quake hits southwestern Pakistan,0
Australian Senate Committee recommends formation of Charities Commission,0
Subject of high-profile Italian euthanasia case dies,0
US healthcare bill passes Senate vote,0
Medvedev Visits Newspaper of Slain Journalists,0
New Zealand Takes a Pause in Cutting Rates,0
IMF approves US$1.13 billion loan to Pakistan,0
Obama Urged to Move Swiftly to Rescue Banks,0
Michael Jackson doctor charged with involuntary manslaughter,0
"Ryanair threaten legal action after documentary on fuel policy, safety",0
Chinese Question Police Absence in Ethnic Riots,0
Joseph Kabila declared winner of Congo Presidential election,0
Death toll up to six in Minneapolis bridge collapse,0
"2007 World Deaf Swimming Championships Day 3: ""Bad weather"" and ""New Record Day of Belarus""",0
Seattle homeless advocates arrested for blocking intersection,0
Two-year-old punished in dryer,0
First casualty of French riots reported,0
France Announces $8.5 Billion Plan to Help Struggling Auto Industry,0
11 MPs ejected from Australian parliament,0
Minorities Report Discrimination in E.U. Survey,0
Hundreds of Thousands Protest in France,0
Scientists say that a 'global layer of water' exists on Saturn's moon Titan,0
Tibet Atrocities Dot Official China History,0
Emerging Markets Regain Their Footing,0
Amber alert issued for missing Utah girl,0
Pettitte Meets Prosecutors in Clemens Inquiry,0
Apple cancels NBC Fall TV lineup on iTunes,0
Iraq's UN Envoy accuses U.S. Marines of 'cold blooded murder',0
New Zealand journalist deported from Fiji,0
"Officials: Seventeen insurgents killed in Orakzai, Pakistan",0
"Wikinews interviews Brenton Clutterbuck, candidate for the electorate of Maroochydore at the upcoming Queensland election",0
"Locks Still Flowing 20 Years Later, Ron Duguay Returns to the Ice",0
Hewlett-Packard to expand partnership with SAP,0
"Steelers Arrive, Talking About Short Messages and a Tall Receiver",0
"Davao City, Philippines militant leaders declare victory",0
Lebanese Soldiers Killed in Ambush,0
NASA calls end to Mars Phoenix mission,0
US presidential candidate Barack Obama's lead increases after Democratic National Convention,0
Industry Fears Americans May Quit New Car Habit,0
Argentina Decides to Move Up Its Elections,0
A Shelter That Could Start a Stampede,0
Microsoft Windows metafiles are a vector for computer viruses,0
Iran unveils part of its nuclear program,0
Chinese rioters storm Japanese embassy in Beijing,0
Israel seizes ship claimed to be carrying weapons for Gaza,0
Victoria power grid collapses due to spot fires,0
Thai political talk show taken off during media buyout attempt,0
NHL: Ducks charge to two game lead over Wild,0
Christian youth camp directors charged with dragging 15-year-old girl behind van,0
First encyclopedic dictionary of the Black Sea released,0
A Choice for Drug Czar,0
French fashion designer Yves Saint Laurent dead at 71,0
Steel Industry: Tata buys Corus,0
One killed in University of Oklahoma explosion,0
Cuba sentences USAID worker to fifteen-year prison term,0
Sunderland A.F.C. announce Steve Bruce as their new manager,0
National Rugby League Women in League Round celebrates sons,0
"McCain delays campaign, Obama says continue the debates",0
RU486 debate complicates with amendments posed in Australian House of Representatives,0
Bomb explosions kill several people in central Baghdad,0
Partizan Belgrade kicked out of 2007/08 UEFA Cup,0
Rules may be bent to launch Discovery,0
Lamoureux Twins Give Minnesota a 1-2 Punch,0
Nine killed after bombings in southern Afghanistan,0
Cargo ship Arctic Sea may be found,0
MST attack in Rondonia kills one man,0
2008 Taiwan Designers' Week shows potential of innovations,0
Australian PM says proposed Anti-Terror Laws are Constitutional,0
Bank of Japan Upgrades Its Outlook for Economy,0
Sri Lankan president declares victory over rebels,0
Coming Soon to Your Language: More of the Web,0
Spain's Ibiza airport evacuated after bomb alert,0
Nadal Tames Wind to Win Another Title,0
Pope Admits Online News Can Provide Infallible Aid,0
"Tsunami deaths mount to more than 120,000",0
Thousands protest PM Harper in Toronto,0
"Body found in Auckland, New Zealand drain",0
No U.S. Plans to Stop Korea on Missile Test,0
"At Colonial, Greens Are Soft and Scores Are Low",0
Russian Wikipedia reaches a quarter million articles,0
New book Blown for Good reveals details inside Scientology headquarters,0
Department of Defense report lambasts communication failure in US War on Terror,0
BP: Plug for underwater oil leak in Gulf of Mexico fails,0
Medtronic Links 13 Deaths to Faulty Heart Device,0
Xavier Turns Back Upset Bid by Wisconsin,0
WHO director: Pandemic alert level will not be raised,0
Unicef: African children orphaned by AIDS could top 18 million,0
Australian rules football: Six goal win moves Morwell to second on Gippsland Football League ladder,0
Berlusconi Spars With Murdoch Over Pay TV,0
American Team Plans to Expand Formula One Popularity,0
Quarterly Profit Up 14% at Bed Bath & Beyond,0
Two arrests made over Croxteth shooting,0
Hurricane Richard makes landfall in Belize,0
Health Canada orders recall of contaminated toothpaste manufactured in India,0
"As Tamil Rebels Lose Ground in Sri Lanka, a Crisis Flares for Trapped Civilians",0
"Maine resident arrested in Florida for death threats to Bush, Obama",0
"On the campaign trail, December 2011",0
British boy drowns while on holiday with family in Portugal,0
Explosion in Baghdad claims 28 lives,0
Endangered Luzon Buttonquail photographed alive by Philippines documentary,0
African nations gather to support a ban on cluster bombs,0
Destroying Levees in a State Usually Clamoring for Them,0
Rebel leader says he will run for president in Haiti,0
German Adidas buys American Reebok,0
20-year-old captures abusive police officer on tape,0
One N.B.A. Star and 150 Bridges to Sichuan,0
Up-and-Down Knicks Get More of the Latter,0
Civilians dead following U.S. air strike on 'terrorist compound',0
Irish Enterprise Exchange Launched in Dublin,0
"Jack Straw, Leader of the British House of Commons urges Muslim women to drop full veil",0
"Two jockeys killed in fire in North Yorkshire, England",0
UBS Open to Settling I.R.S. Tax Case,0
How Long Will the Obama Honeymoon Last?,0
Elderly man in Scotland dies after contracting H1N1 swine flu virus,0
Former governor of Illinois indicted on corruption charges,0
Santander Offer Pressures Rivals to Match It,0
Chemist Shows How RNA Can Be the Starting Point for Life,0
ANC leads in South Africa vote,0
Shooting to Software Stardom on the iPhone,0
Ariane 5 rocket launches Superbird 7 and AMC-21 satellites,0
"Wikinews interviews Steve Kissing, independent candidate for US President",0
"At M.I.T., Large Lectures Are Going the Way of the Blackboard",0
Obama Urges Passage of Energy Legislation,0
Wikinews interviews American zoologists about pirate perches' chemical camouflage,0
Google sued by thousands of authors over Google Print,0
Obama Telephones Afghan President,0
The Inner Beauty of a McNugget: A Cultural Scan,0
Drunken man is surprised crocodile bit him,0
"Ships Tread Water, Waiting for Cargo",0
European football: Sevilla player dies after collapsing during game,0
Singapore Trims Its Economic Forecasts for 2009,0
Peanut Product Recall Grows in Salmonella Scare,0
Do Blobs on Phoenix Lander Indicate Water on Mars?,0
70 killed after tanker explosion in Nigeria,0
Rare Centrist in State Senate Used Power to Shape Budget,0
Irish Nationalist Charged in Killing of 2 Britons,0
U.S. Again Warns Britain on Detainee Memo,0
Rugby union: Noosa thrash Caloundra in Caloundra,0
Malware from mass SQL injections confirmed by security experts,0
Poverty rises as food prices increase,0
Words of Support for Alex Rodriguez as the Yankees Settle In,0
One killed in clashes over World War monument in Estonia,0
Tom DeLay faces two new indictments for money laundering,0
UK Serious Fraud Office to investigate MG Rover collapse,0
North Korea warns airlines over satellite fears,0
"In New York, Sotomayor Put Focus on the Poor",0
Gates Reassures Allies Over North Korea,0
Slow Start to U.S. Plan for Modifying Mortgages,0
"Wikinews interviews Kevin Baugh, president of the Republic of Molossia",0
"Brothels Ask to Be Taxed, but Official Sees a Catch",0
Atlantis lands at Kennedy Space Center,0
"Mongolia declares state of emergency after violent protests, five people killed",0
Nikolay Davydenko beats Rafael Nadal in Sony Ericsson Open,0
U.S. teens generally reducing risky behavior says CDC,0
At Least 34 Dead in Baghdad Bombing,0
"Twelve-year-old schoolboy stabbed, dies in Brisbane, Australia",0
Awkward Dance for E.U. Treaty Talks,0
A Midwestern Wind Infuses the U.S. With Zip and Zing,0
Saab in Bankruptcy Filing; G.M. Seeks More Aid,0
Demand Is Weak at Treasury Auction,0
2008 Young Designers' Exhibition to interact with the world,0
2010 FIBA World Championship starts,0
Witnesses: Doomed train had green light,0
Derivatives Tug of War Takes Shape,0
Lavalas candidate barred from elections,0
"As Veterans Move Up, Leaders in Full Bloom at Augusta",0
"Visiting students detained in Louisiana, USA, while photographing ExxonMobil chemical plant",0
USA under pressure at climate talks,0
Japanese stocks continue to fall after earthquake,0
Should I Get Bings,1
Which TV Female Friend Group Do You Belong In,1
"The New ""Star Wars: The Force Awakens"" Trailer Is Here To Give You Chills",1
"This Vine Of New York On ""Celebrity Big Brother"" Is Fucking Perfect",1
A Couple Did A Stunning Photo Shoot With Their Baby After Learning She Had An Inoperable Brain Tumor,1
How To Flirt With Queer Girls Without Making A Total Fool Of Yourself,1
32 Cute Things To Distract From Your Awkward Thanksgiving,1
If Disney Princesses Were From Florida,1
What's A Quote Or Lyric That Best Describes Your Depression,1
"Natalie Dormer And Sam Claflin Play A Game To See How They'd Actually Last In ""The Hunger Games""",1
16 Perfect Responses To The Indian Patriarchy,1
"21 Times I Died During The ""Captain America: Civil War"" Teaser",1
17 Times Kourtney Kardashian Shut Down Her Own Family,1
Does Coffee Make You Poop,1
Who Is Your Celebrity Ex Based On Your Zodiac,1
17 Hairdresser Struggles Every Black Girl Knows To Be True,1
Are You More Walter White Or Heisenberg,1
The Most Canadian Groom Ever Left His Wedding To Plow Out His Guests In A Snow Storm,1
Here's One Really Weird Thing About Butterfree,1
15 Resolutions To Make Good On In 2016,1
What New Thing Should You Try In 2016,1
Zoo Animals Around The World Are Opening Their Christmas Presents Early,1
Tell Us About Yourself(ie): Erica Ash,1
9 Times I Cried,1
21 Vegetarian Dump Dinners For The Crock Pot,1
This Goat Has Been Bullying His Tiger Friend,1
"8 Fall Shows To Be Excited About, 10 To Give A Chance, And 6 To Avoid",1
"Another Round, Episode 25: Stop Telling Women To Smile",1
16 Signs You Are Too Stubborn To Live,1
This Country Singer Makes Music On His Game Boy In His Spare Time,1
When You Realize Every Guy Is Taken,1
"An Awesome Look At The Behind-The-Scenes Concept Art Of ""Aladdin""",1
"Sarah Jessica Parker Talks Being A Carrie, ""Hocus Pocus,"" And Her Love Of New York",1
Which Type Of Swearer Are You,1
A Dad Recorded All The Adorable Questions His Son Asked When Watching Star Wars For The First Time,1
"29 Impossibly Stylish Cat Gifts, In Order Of Awesomeness",1
13 Of The Most Glorious Made-Up Words From Literature,1
We Pranked A Bunch Of People By Dropping An iPhone In Front Of Them,1
23 Flaws Every Sneakerhead Has,1
We Know Your Zodiac Sign Based On Which Cat You Choose,1
"Grimes On Her New Album And The Heartbreaking Inspiration Behind ""Oblivion""",1
This Instagram Account Is Recreating 2015's Greatest Hits With Barbies,1
The 22 Best Adele Memes,1
17 Pictures Hot People Will Never Understand,1
How Badly Are You Taking The One Direction Hiatus,1
We Know What You Want For Christmas Based On Your Zodiac Sign,1
Guys Try Pinterest Leaf Hacks,1
22 Tips For Hiking With Kids That Every Parent Should Know,1
The Scariest Halloween Candy Taste Test,1
This Dog Begging For His Human's Forgiveness Is The Cutest Thing You'll See Today,1
Here's 100 Years Of Bollywood Cinema In Under Four Minutes,1
Ed Westwick Showed Up To An Emmys Party Looking Like The Chuck Bass Of Your Dreams,1
What Is Your Favorite Activity When Visiting Family,1
Take This Color Test To See How Far You'd Go For Love,1
Are You Brave Enough To Date A Werewolf,1
18 Things Everyone Who Hates PDA Will Understand,1
27 Things That Always Happen In The Office During Christmas,1
How Many Of These SpongeBob Faces Do You Recognize,1
Which Golden Globe Reaction Face Are You Based On Your Zodiac Sign,1
25 Reasons A Trip To Costa Rica Could Actually Change Your Life,1
Literally Just 46 Photos Of Scotland Looking Sexy As Hell,1
58 Things That Mildly Annoy Anyone Who Lives With Someone Messy,1
17 Places All Music Lovers Should Go In London,1
"Do You Know The Lyrics To ""Hotline Bling"" By Drake",1
Which Weasley Should Be Your Best Friend,1
29 Books Every '90s Kid Will Immediately Recognize,1
This Organisation Is Trying To Launch India's First Transgender Model Agency,1
Request Timeout,1
"Issa Rae's ""Insecure"" Is Coming To HBO At Long Last",1
"How Well Do You Know ""Pretty Little Liars""",1
You've Been Using Your Rice Cooker Wrong The Entire Time,1
No Actors Of Color Were Nominated For An Oscar This Year And People Are Pissed,1
This Guy Totally Nailed What A Modern Day Aladdin Would Look Like,1
18 Easy And Delicious One-Pan Breakfasts,1
We Tried Out Magic Wands And Here's What Happened,1
Charli XCX Looked Like A Space Dominatrix At The MTV EMAs,1
If The Avengers Looked Like They Originally Did In The Comics,1
13 Reasons Urinals Are The Worst Human Invention Of All Time,1
Will You Get A Free Car From Oprah Or A Free Tub Of Vaseline From Tyra,1
28 Of The Most Canadian Crimes Ever Committed,1
19 Beautiful Places In Scotland That Give People All The Feels,1
Here's How To Actually Get Rid Of Acne All Over Your Body,1
This 24-Year-Old Guy Got Drunk And Accidentally Booked An Insane Vacation,1
I Asked Guys If They Were Going To Buy Leona Lewis's Exclusive Grindr Album,1
24 Delicious Thanksgiving Desserts That Aren't Pie,1
Country Star Jason Aldean Wore Blackface On Halloween To Dress Up As Lil Wayne,1
17 Times College Literally Sucked The Life Out Of You,1
"The Hardest ""America's Next Top Model"" Quiz You'll Take Today",1
This Color Test Will Determine How You Like To Masturbate,1
42 Of The Most Romantic Lines From YA Literature,1
"This Reporter Responded To A Vulgar Comment With An Awesome ""Your Mama"" Joke",1
22 People Who Were Just Smooth AF,1
Are You Bart Or Lisa,1
Which Zodiac Sign Are You Most Compatible With,1
"How Well Do You Remember ""The Vampire Diaries"" Murder House Party",1
"How Well Do You Remember ""Sabrina, The Teenage Witch""",1
12 Signs You Grew Up In San Francisco,1
What You Say To Someone With Chronic Pain And What They Hear,1
23 Totally Amazing BodyCon Looks You'll Wanna Rock This Fall,1
There's An Amazing New Beauty Box Catering To Women Of Color,1
We Taught These Grandmas How To Do The Nae Nae And It Was Cute AF,1
17 Perfect Products For Embracing Your Inner Kanye,1
"Here's How To Draw A Hand, Maybe",1
Can You Identify These Movies Based On The Main Character's BFF,1
21 Tweets That Prove Your Brain Can Be A Real Dick Sometimes,1
Which Badass Lady Should Be Your Valentine Based On One Question,1
Anna Camp And Skylar Astin Are Engaged So Everything Is Finally Right In The World,1
People Are Pretending To Faint In Front Of Their Dogs To See How They React,1
Are These Smiths Lyrics Real Or Fake,1
Do You Have ESP,1
We Can Tell You Who You Should Date With Just Four Questions About Biryani,1
21 Tweets About Having Braces That Are Way Too Real,1
A Dad Surprised His Kids With His Military Homecoming By Dressing Up As A Gift From Their Elf,1
Be Honest: Would You Hit That,1
We Know What You Play In Your Private Sessions,1
18 Posts That Prove Coconut Oil Is The Answer To All Your Problems,1
19 Items Anyone Who Loves Burgers Needs To Own,1
20 Confessions From People Who Are Slightly Obsessed With Outer Space,1
21 Things All Vegetarian Couples Just Get,1
"Will Ferrell Is The New, Badass Santa",1
Mark Ruffalo Posted A Shirtless Pic Promoting Breast Cancer Awareness For Men,1
Nobody Likes Hand Jobs,1
Are You More Pinky Or The Brain,1
"No Additional Episodes Of ""Making A Murderer"" Have Been Made Yet",1
15 Times Priyanka Chopra Goddamn Owned 2015,1
25 Of The Best Tumblr Memes Of 2015,1
27 Pictures That Are Way Too Real If You Have A Four-Person Family,1
17 People Who Slayed The Eyeshadow Game,1
23 Things You Probably Shouldn't Say To Someone With Depression,1
Someone Illustrated Leslie Knope's Compliments And They're Pretty Damn Cool,1
People Don't Know Who David Bowie Is And We're Here To Clear That Up,1
Gay Drama Teacher Responds Perfectly After A Mother Pulls Her Kids From His Class,1
The 21 Best Server Memes On The Internet,1
Try And Guess What Chips These Were Before We Smashed Them,1
How Good At Spelling Are You Actually,1
Would You Be Friends With Blair Or Serena,1
For Anyone Too Tired To Go Out On The Weekend,1
What People Who Go To Therapy Want You To Know,1
"Here's A Photo Of Buff John Krasinski In ""13 Hours"" And It's Hard To Handle",1
What Obscure Thing Should You Make Sexy For Halloween,1
18 Very Sweary British Words You Need To Use Right Now,1
14 Rare Photos Of Albert Einstein That You've Probably Never Seen Before,1
"12 Reasons Kendrick Sampson From ""HTGAWM"" Is The Ultimate Bae",1
11 Struggles Women Understand Too Well,1
"Mumbai Is Sending Powerful Messages Of Love, Support, And Solidarity For Paris",1
17 Thoughts We All Had While Stalking Our Exes On Facebook,1
"I'm An Immigrant, But I'm Not",1
This Guy's Cheese Vine Perfectly Sums Up How Silly The Daily Mail Is,1
We Reenacted What Kids Said About Black Leaders And It's Amazing,1
10 Movies With A Shit-Ton Of Lesbian Subtext,1
17 Books That Perfectly Capture The Immigrant Experience,1
Beans Memes Is The Only Twitter Account That Actually Matters,1
13 Confessions About Masturbation That'll Make You Go WTF,1
"The Secondary Characters Of ""Friends,"" Then Vs. Now",1
Do You Belong In London Or San Francisco,1
24 Potato Recipes That Should Be Illegal,1
11 Charts And Graphs Every James Bond Fan Will Get,1
"How Well Do You Know Season One Of ""Buffy""",1
Only True New Jerseyans Will Ace This Quiz,1
These DIY Oreo Churros Are Next-Level Glorious,1
19 Gifts Every Classical Music Nerd Will Love,1
24 Hilarious Tweets Every Book Lover Will Appreciate,1
Which Christmas Movie Should You Watch Right Now,1
"How Well Do You Remember Season 5 Of ""The Walking Dead""",1
15 Times The Try Guys Went A Little Too Far In 2015,1
25 Things You Should Never Say To Someone With Big Boobs,1
"If ""Netflix And Chill"" Were Honest",1
"This Wounded Veteran's Service Dog Was His Best Man, And It'll Make You Bawl",1
"These Youth Football Players Quit Their Game To Do The ""Whip/Nae Nae""",1
Here's How To Make The Only Birthday Cake You'll Ever Need,1
These BFFs Are Slaying Internet Fashion,1
"Dear World, A Word Of Advice From India: Your Butts Are Dirty",1
Would You Pass Environmental Science Now,1
25 Things You'll Only Get If You're Obsessed With Baths,1
Amber Rose Had A Lot To Say About Kanye After Their Twitter War,1
"23 Important Life Lessons ""The Hunger Games"" Have Taught Us",1
15 Game-Changing Eyeliner Charts If You Suck At Makeup,1
17 Beauty Hacks You Should Try In 2016,1
17 Things Only Women Who Aren't That Into Makeup Will Understand,1
15 Hits From 1996 That'll Make You Feel Old AF,1
24 Pictures That Show 2016 Is Off To A Terrible Start,1
What's The Most Beautiful College Campus In The World,1
8 Urban Dictionary Definitions You Need To Know,1
Here's Everything You Need To Know About Renters Insurance,1
Adele Said A Mic Dropped In The Piano And That's Why Her Grammy Performance Was Off,1
31 Celebrity Babies We Said Hello To In 2015,1
19 Silly Assumptions About Singles In Their Thirties,1
The Food At Electric Picnic This Year Looks Amazing,1
"If ""Dragon Ball Z"" Characters Had Realistic Proportions",1
15 Ridiculously Awkward Sex Questions Parents Have Actually Asked Their Kids,1
16 Times Costco Failed So Hard It Almost Won,1
Which X-Men Character Are You Based On Your Zodiac Sign,1
13 Things All Slytherins Will Need In 2016,1
12 People Who Are Going To Have A Really Hard Time Doing Their Job In That Costume,1
We Need To Acknowledge That Niall Is The Most Underrated Member Of One Direction,1
We Know How Many Times You Masturbated Last Week,1
Are You More Nick Or Joe Jonas,1
What Being A Straight Woman On Tinder Has Taught Me,1
You'll Be In Tears After Hearing Josh Groban And Kelly Clarkson Duet,1
17 Easy Slow Cooker Soups That Will Warm You Right Up,1
21 Desserts That Prove Bourbon Makes Everything Better,1
23 Times Liz Lemon Spoke The Goddamn Truth,1
If Wedding Magazines Were More Realistic,1
Oscar Nominee Brie Larson Had The Most 2000s Music Career Of All Time,1
Explaining Rap Lyrics Will Get You Fired As An Election Candidate In Canada,1
15 Ooey Gooey Snacks That Take Cheese To The Next Level,1
Which Oscar Winner Are You Based On Your Zodiac Sign,1
Adele Is Currently Experiencing What She Put All Of Us Through For The Last Four Years,1
16 Things You See When You Go To Tim Hortons At 6 A.M,1
15 Weird Things You Never Knew There Were Words For,1
17 Instagram Photos Every Short Girl Can Relate To,1
17 Delicious Winter Smoothies That Will Jump Start Your Mornings,1
"Which ""Breaking Bad"" Character Said These Famous Last Words",1
21 Weird Punishments People Actually Got When They Were Kids,1
"Jamie And Claire Are Looking Damn Good In ""Outlander"" Season 2",1
Literally A Bunch Of Fucked Up Memes About Caillou (That Are Great),1
Are You More Tinker Bell Or Belle,1
"Rihanna And Drake Are So Cute In The ""Work"" Video It Hurts",1
"Ryan Phillippe Comes For Amy Schumer In This Deleted ""Trainwreck"" Scene",1
Matthew McConaughey Has Reached Peak Hot Dad Mode,1
13 Animal Masturbation Facts That Will Make You Feel Better About Being Single AF,1
This Moment Between A Starbucks Barista And A Deaf Customer Is Going Viral,1
